"","gta.series","gta.number"
"400001","J","597809"
"400002","K","977686"
"400003","K","461980"
"400004","J","323796"
"400005","E","058260"
"400006","E","817253"
"400007","J","302972"
"400008","K","927626"
"400009","K","916339"
"400010","J","226453"
"400011","E","131522"
"400012","E","162994"
"400013","J","519639"
"400014","J","854092"
"400015","J","034491"
"400016","Z","702899"
"400017","K","107750"
"400018","E","595346"
"400019","J","690730"
"400020","K","206105"
"400021","Z","142656"
"400022","K","969637"
"400023","E","071182"
"400024","J","522358"
"400025","Z","555441"
"400026","E","328988"
"400027","K","692865"
"400028","E","272836"
"400029","J","637547"
"400030","J","149779"
"400031","K","648809"
"400032","E","323868"
"400033","K","216949"
"400034","E","786684"
"400035","K","573617"
"400036","K","347024"
"400037","J","762898"
"400038","Z","037379"
"400039","Z","414493"
"400040","J","143951"
"400041","E","518971"
"400042","E","056475"
"400043","K","684841"
"400044","K","138424"
"400045","E","191339"
"400046","E","116627"
"400047","J","310007"
"400048","J","189520"
"400049","E","354620"
"400050","K","961713"
"400051","K","345494"
"400052","J","481466"
"400053","K","415245"
"400054","K","805895"
"400055","Z","076491"
"400056","J","705200"
"400057","K","081117"
"400058","Z","416916"
"400059","K","221548"
"400060","E","161500"
"400061","J","027328"
"400062","J","376568"
"400063","J","494170"
"400064","E","498436"
"400065","K","349490"
"400066","E","633904"
"400067","K","281801"
"400068","K","564935"
"400069","K","951512"
"400070","J","572547"
"400071","J","965478"
"400072","E","193195"
"400073","J","719281"
"400074","Z","475769"
"400075","E","992720"
"400076","K","553431"
"400077","J","319119"
"400078","K","890075"
"400079","K","028202"
"400080","E","724400"
"400081","E","618161"
"400082","K","036135"
"400083","K","381539"
"400084","J","964377"
"400085","Z","024902"
"400086","K","767952"
"400087","J","552309"
"400088","E","821087"
"400089","J","211808"
"400090","E","165972"
"400091","K","282709"
"400092","K","264276"
"400093","K","988393"
"400094","Z","823819"
"400095","E","980382"
"400096","J","591999"
"400097","K","832612"
"400098","E","227612"
"400099","Z","645074"
"400100","K","935939"
"400101","K","927001"
"400102","E","917249"
"400103","E","130329"
"400104","J","295602"
"400105","Z","745114"
"400106","E","809205"
"400107","E","386397"
"400108","E","883169"
"400109","K","584211"
"400110","Z","993927"
"400111","E","691816"
"400112","K","954497"
"400113","J","450590"
"400114","Z","107140"
"400115","E","093184"
"400116","Z","144879"
"400117","Z","395593"
"400118","J","894958"
"400119","E","568406"
"400120","K","055030"
"400121","K","680187"
"400122","Z","262850"
"400123","E","496393"
"400124","Z","620830"
"400125","E","314701"
"400126","K","902634"
"400127","J","298726"
"400128","K","728846"
"400129","K","412096"
"400130","K","164566"
"400131","K","584855"
"400132","J","479700"
"400133","K","281409"
"400134","J","841039"
"400135","Z","719169"
"400136","J","365490"
"400137","E","343773"
"400138","Z","793617"
"400139","J","737834"
"400140","Z","954379"
"400141","E","174642"
"400142","J","351436"
"400143","E","284895"
"400144","K","376710"
"400145","K","854391"
"400146","J","142713"
"400147","J","404141"
"400148","J","556269"
"400149","Z","825165"
"400150","J","321646"
"400151","J","314227"
"400152","K","027494"
"400153","J","749883"
"400154","J","371715"
"400155","E","330131"
"400156","J","665568"
"400157","E","445685"
"400158","J","978250"
"400159","Z","658779"
"400160","Z","684946"
"400161","K","374985"
"400162","J","580751"
"400163","E","086273"
"400164","J","392185"
"400165","E","023777"
"400166","J","800684"
"400167","K","019250"
"400168","E","700639"
"400169","K","896880"
"400170","Z","647863"
"400171","E","715053"
"400172","K","304843"
"400173","K","297847"
"400174","Z","505586"
"400175","Z","301293"
"400176","Z","945935"
"400177","E","337748"
"400178","K","105991"
"400179","Z","034924"
"400180","K","982625"
"400181","Z","688340"
"400182","E","274787"
"400183","J","175115"
"400184","E","610435"
"400185","Z","720412"
"400186","K","159840"
"400187","E","425941"
"400188","K","940578"
"400189","Z","889092"
"400190","K","617547"
"400191","E","241772"
"400192","E","952395"
"400193","K","699471"
"400194","Z","007698"
"400195","K","908329"
"400196","K","624251"
"400197","J","862359"
"400198","J","128985"
"400199","J","161255"
"400200","K","654944"
"400201","J","156520"
"400202","J","074936"
"400203","J","463770"
"400204","J","234261"
"400205","Z","889270"
"400206","J","469729"
"400207","E","029342"
"400208","Z","637961"
"400209","Z","446507"
"400210","Z","588694"
"400211","K","929916"
"400212","K","671943"
"400213","Z","960053"
"400214","E","027387"
"400215","E","174907"
"400216","E","560443"
"400217","Z","177027"
"400218","K","185173"
"400219","Z","127956"
"400220","K","191944"
"400221","K","114446"
"400222","K","607356"
"400223","Z","852130"
"400224","J","220737"
"400225","E","444189"
"400226","K","950808"
"400227","K","218096"
"400228","E","946277"
"400229","E","827615"
"400230","J","599107"
"400231","J","302343"
"400232","J","551372"
"400233","Z","935568"
"400234","J","836423"
"400235","E","088858"
"400236","K","635263"
"400237","K","463916"
"400238","J","203824"
"400239","K","852566"
"400240","E","257726"
"400241","J","798522"
"400242","K","777759"
"400243","K","977240"
"400244","Z","151183"
"400245","K","947990"
"400246","K","016487"
"400247","J","770000"
"400248","K","053800"
"400249","E","704545"
"400250","Z","618024"
"400251","E","158858"
"400252","J","672868"
"400253","K","491656"
"400254","E","509423"
"400255","E","759114"
"400256","Z","829983"
"400257","J","999708"
"400258","Z","342077"
"400259","K","932718"
"400260","Z","274719"
"400261","E","167614"
"400262","J","336946"
"400263","J","821939"
"400264","J","036169"
"400265","E","434320"
"400266","K","970479"
"400267","Z","587002"
"400268","K","509727"
"400269","Z","572295"
"400270","E","779269"
"400271","K","097724"
"400272","E","106420"
"400273","J","670179"
"400274","J","581487"
"400275","E","362443"
"400276","E","387584"
"400277","J","310372"
"400278","Z","851304"
"400279","K","895480"
"400280","J","621116"
"400281","K","294563"
"400282","E","109952"
"400283","K","650369"
"400284","K","963545"
"400285","E","518176"
"400286","E","169273"
"400287","J","992656"
"400288","E","234273"
"400289","E","371041"
"400290","J","234419"
"400291","K","013640"
"400292","K","164967"
"400293","K","419181"
"400294","K","391157"
"400295","K","069287"
"400296","Z","809080"
"400297","J","578604"
"400298","J","259898"
"400299","J","155264"
"400300","E","810123"
"400301","Z","263641"
"400302","K","544083"
"400303","J","755185"
"400304","K","942765"
"400305","J","458821"
"400306","K","786383"
"400307","K","937171"
"400308","J","800015"
"400309","K","991833"
"400310","J","811868"
"400311","Z","182263"
"400312","J","966959"
"400313","J","657410"
"400314","Z","789625"
"400315","E","533017"
"400316","Z","885992"
"400317","J","123002"
"400318","E","396161"
"400319","Z","927450"
"400320","Z","155836"
"400321","J","953340"
"400322","E","264727"
"400323","J","688858"
"400324","Z","587704"
"400325","K","913717"
"400326","J","872257"
"400327","Z","582387"
"400328","K","961757"
"400329","K","970345"
"400330","J","476772"
"400331","J","508575"
"400332","E","096784"
"400333","E","696687"
"400334","E","929412"
"400335","K","717877"
"400336","E","672777"
"400337","E","438565"
"400338","E","425194"
"400339","K","328653"
"400340","K","841788"
"400341","K","175905"
"400342","Z","304231"
"400343","K","432475"
"400344","J","817944"
"400345","E","197589"
"400346","J","420902"
"400347","J","811275"
"400348","K","960722"
"400349","K","935096"
"400350","J","789076"
"400351","Z","829646"
"400352","E","155300"
"400353","E","169648"
"400354","Z","808130"
"400355","Z","973277"
"400356","J","756137"
"400357","J","517447"
"400358","K","056466"
"400359","J","323906"
"400360","K","003768"
"400361","J","078563"
"400362","J","955856"
"400363","E","727775"
"400364","Z","924730"
"400365","Z","513190"
"400366","K","052682"
"400367","J","278301"
"400368","Z","775830"
"400369","E","686651"
"400370","J","459678"
"400371","J","716873"
"400372","Z","893854"
"400373","K","025606"
"400374","J","700612"
"400375","J","938647"
"400376","K","721555"
"400377","K","927541"
"400378","E","230099"
"400379","J","876369"
"400380","J","914558"
"400381","J","407405"
"400382","J","754721"
"400383","K","946451"
"400384","K","638058"
"400385","Z","845610"
"400386","E","394462"
"400387","K","425074"
"400388","E","380579"
"400389","J","022277"
"400390","E","351986"
"400391","E","865296"
"400392","J","960579"
"400393","Z","629008"
"400394","J","929269"
"400395","E","181392"
"400396","J","909166"
"400397","K","601091"
"400398","E","134093"
"400399","K","881191"
"400400","K","963992"
"400401","Z","602785"
"400402","K","917126"
"400403","E","484171"
