"","gta.series","gta.number"
"200001","K","956176"
"200002","J","194772"
"200003","J","012757"
"200004","E","744316"
"200005","K","104840"
"200006","J","607196"
"200007","K","039538"
"200008","J","652095"
"200009","K","967761"
"200010","K","449143"
"200011","E","954130"
"200012","Z","399933"
"200013","Z","652717"
"200014","K","227111"
"200015","Z","952378"
"200016","K","543135"
"200017","Z","410642"
"200018","E","442425"
"200019","E","226616"
"200020","E","983349"
"200021","K","037694"
"200022","E","421672"
"200023","J","228301"
"200024","Z","716653"
"200025","K","596877"
"200026","J","180834"
"200027","E","200678"
"200028","J","579770"
"200029","J","665442"
"200030","K","953960"
"200031","K","763205"
"200032","K","611894"
"200033","J","105025"
"200034","Z","685696"
"200035","E","365498"
"200036","J","568734"
"200037","E","910156"
"200038","J","696604"
"200039","J","770441"
"200040","J","202709"
"200041","K","930851"
"200042","E","160628"
"200043","J","476210"
"200044","K","186968"
"200045","J","518198"
"200046","K","604263"
"200047","Z","916569"
"200048","Z","882076"
"200049","J","294210"
"200050","J","605073"
"200051","K","942316"
"200052","Z","152654"
"200053","J","505794"
"200054","Z","705457"
"200055","J","326930"
"200056","Z","888034"
"200057","E","369369"
"200058","K","380742"
"200059","K","000631"
"200060","E","836399"
"200061","K","859483"
"200062","K","873448"
"200063","K","549695"
"200064","J","555592"
"200065","Z","939952"
"200066","Z","284668"
"200067","K","524046"
"200068","K","267836"
"200069","J","522078"
"200070","E","826309"
"200071","J","157478"
"200072","E","745208"
"200073","E","988236"
"200074","E","077645"
"200075","J","832113"
"200076","J","917194"
"200077","J","977925"
"200078","Z","391777"
"200079","E","286046"
"200080","Z","675989"
"200081","Z","403243"
"200082","E","254841"
"200083","K","368398"
"200084","J","597923"
"200085","E","620052"
"200086","J","571067"
"200087","J","358042"
"200088","J","809875"
"200089","J","072111"
"200090","K","094575"
"200091","E","134001"
"200092","J","924353"
"200093","J","023411"
"200094","J","132712"
"200095","J","053486"
"200096","E","315823"
"200097","K","917974"
"200098","K","188281"
"200099","J","061517"
"200100","J","979521"
"200101","J","228277"
"200102","K","775134"
"200103","Z","791755"
"200104","E","715369"
"200105","J","952054"
"200106","E","135269"
"200107","J","921742"
"200108","E","303601"
"200109","K","936591"
"200110","E","229314"
"200111","J","099362"
"200112","E","860320"
"200113","J","971938"
"200114","K","815141"
"200115","J","367573"
"200116","J","189213"
"200117","Z","506399"
"200118","Z","819088"
"200119","Z","643069"
"200120","E","674012"
"200121","K","087800"
"200122","J","951484"
"200123","E","855089"
"200124","J","443086"
"200125","E","723174"
"200126","J","339999"
"200127","J","943283"
"200128","K","330705"
"200129","Z","987005"
"200130","E","451062"
"200131","Z","948602"
"200132","J","251356"
"200133","J","704202"
"200134","E","019817"
"200135","J","151638"
"200136","Z","932712"
"200137","E","969684"
"200138","E","291846"
"200139","J","557537"
"200140","Z","606179"
"200141","K","664806"
"200142","K","477549"
"200143","Z","571019"
"200144","K","051658"
"200145","J","780975"
"200146","E","325154"
"200147","E","534622"
"200148","J","011779"
"200149","K","969581"
"200150","K","923505"
"200151","Z","491773"
"200152","J","522752"
"200153","E","119211"
"200154","E","471492"
"200155","K","065733"
"200156","E","581049"
"200157","K","396704"
"200158","J","457809"
"200159","E","189406"
"200160","J","856310"
"200161","K","760001"
"200162","J","542028"
"200163","J","600413"
"200164","Z","164170"
"200165","J","453517"
"200166","K","683981"
"200167","Z","354125"
"200168","Z","669136"
"200169","J","180511"
"200170","K","266325"
"200171","Z","283607"
"200172","K","130005"
"200173","K","253369"
"200174","K","817862"
"200175","Z","871701"
"200176","E","926931"
"200177","Z","276962"
"200178","J","823128"
"200179","Z","980288"
"200180","J","994769"
"200181","K","476393"
"200182","J","335300"
"200183","Z","470581"
"200184","J","396313"
"200185","K","134391"
"200186","Z","263377"
"200187","K","962089"
"200188","J","693832"
"200189","K","896370"
"200190","J","128199"
"200191","E","829672"
"200192","K","277110"
"200193","J","182756"
"200194","K","623985"
"200195","J","900241"
"200196","K","960938"
"200197","Z","211808"
"200198","E","588318"
"200199","K","189980"
"200200","K","584253"
"200201","E","135456"
"200202","K","926184"
"200203","J","201070"
"200204","E","969143"
"200205","J","892412"
"200206","K","926576"
"200207","K","281921"
"200208","Z","207021"
"200209","E","686089"
"200210","E","633959"
"200211","K","044968"
"200212","K","622345"
"200213","Z","825676"
"200214","K","997594"
"200215","E","923694"
"200216","E","176639"
"200217","Z","355359"
"200218","K","366447"
"200219","E","844763"
"200220","J","438205"
"200221","J","580747"
"200222","E","169550"
"200223","J","836445"
"200224","K","941206"
"200225","E","042905"
"200226","K","793989"
"200227","Z","704929"
"200228","Z","034126"
"200229","Z","371108"
"200230","K","296085"
"200231","J","171945"
"200232","K","703262"
"200233","E","273124"
"200234","Z","840705"
"200235","J","756123"
"200236","E","819514"
"200237","J","519704"
"200238","E","872635"
"200239","Z","277812"
"200240","K","409942"
"200241","K","494135"
"200242","K","010696"
"200243","J","127514"
"200244","J","341072"
"200245","Z","469755"
"200246","K","902478"
"200247","E","272763"
"200248","E","846726"
"200249","J","243439"
"200250","J","424334"
"200251","K","664680"
"200252","E","105883"
"200253","K","427185"
"200254","K","707482"
"200255","K","970595"
"200256","K","587798"
"200257","J","336604"
"200258","J","912083"
"200259","Z","728648"
"200260","K","239489"
"200261","K","218416"
"200262","E","245821"
"200263","Z","199937"
"200264","K","995276"
"200265","Z","739769"
"200266","Z","602007"
"200267","K","255570"
"200268","E","296559"
"200269","K","944791"
"200270","J","046245"
"200271","K","967786"
"200272","J","709035"
"200273","Z","332384"
"200274","J","401694"
"200275","K","942522"
"200276","J","125967"
"200277","E","654730"
"200278","Z","313314"
"200279","J","566684"
"200280","Z","418438"
"200281","K","553954"
"200282","Z","561176"
"200283","Z","109267"
"200284","E","501873"
"200285","E","126962"
"200286","Z","184507"
"200287","Z","645682"
"200288","K","627435"
"200289","Z","629816"
"200290","Z","363471"
"200291","J","700260"
"200292","Z","861011"
"200293","K","113601"
"200294","Z","558559"
"200295","J","495161"
"200296","J","657406"
"200297","J","360895"
"200298","K","012021"
"200299","E","182528"
"200300","J","774939"
"200301","E","049590"
"200302","K","831797"
"200303","K","360061"
"200304","E","295528"
"200305","Z","675014"
"200306","Z","522881"
"200307","E","120304"
"200308","E","758788"
"200309","E","789792"
"200310","E","685064"
"200311","K","726699"
"200312","K","775602"
"200313","E","086135"
"200314","K","134266"
"200315","Z","114502"
"200316","J","996625"
"200317","K","971169"
"200318","K","910394"
"200319","Z","877655"
"200320","K","380276"
"200321","E","912956"
"200322","E","907546"
"200323","K","205556"
"200324","Z","373839"
"200325","J","667335"
"200326","J","572519"
"200327","J","471450"
"200328","K","518113"
"200329","Z","668376"
"200330","E","229610"
"200331","E","145793"
"200332","K","174326"
"200333","J","600064"
"200334","J","851094"
"200335","Z","616260"
"200336","E","347311"
"200337","K","947934"
"200338","E","470177"
"200339","J","951336"
"200340","Z","695983"
"200341","K","381330"
"200342","J","235345"
"200343","E","119386"
"200344","Z","834667"
"200345","Z","962198"
"200346","E","513509"
"200347","Z","555047"
"200348","Z","469313"
"200349","E","753135"
"200350","E","001968"
"200351","J","564776"
"200352","J","863759"
"200353","Z","586744"
"200354","J","171247"
"200355","J","510417"
"200356","E","247613"
"200357","Z","483555"
"200358","Z","650035"
"200359","Z","406194"
"200360","K","939039"
"200361","K","651319"
"200362","K","476832"
"200363","Z","965768"
"200364","J","992143"
"200365","E","140304"
"200366","Z","477349"
"200367","K","152336"
"200368","E","024182"
"200369","Z","247481"
"200370","J","120485"
"200371","K","760860"
"200372","K","455087"
"200373","J","526826"
"200374","K","777924"
"200375","Z","423567"
"200376","E","161580"
"200377","J","995090"
"200378","J","837589"
"200379","K","441695"
"200380","J","772074"
"200381","E","347268"
"200382","E","241165"
"200383","J","632026"
"200384","Z","215584"
"200385","E","223619"
"200386","K","492543"
"200387","Z","890587"
"200388","K","674074"
"200389","J","883224"
"200390","Z","484333"
"200391","K","017025"
"200392","J","267175"
"200393","K","889807"
"200394","E","472106"
"200395","E","549139"
"200396","Z","424977"
"200397","E","091942"
"200398","E","529972"
"200399","J","566360"
"200400","K","340446"
"200401","E","427131"
"200402","K","560378"
"200403","Z","815004"
"200404","J","530090"
"200405","J","072491"
"200406","J","074466"
"200407","Z","303967"
"200408","J","219258"
"200409","K","911970"
"200410","E","287983"
"200411","K","038811"
"200412","E","865943"
"200413","J","563866"
"200414","Z","943678"
"200415","Z","375668"
"200416","K","120905"
"200417","J","336117"
"200418","Z","426053"
"200419","K","904199"
"200420","K","329085"
"200421","Z","700378"
"200422","J","583705"
"200423","J","730640"
"200424","Z","601315"
"200425","K","660537"
"200426","K","915649"
"200427","J","450531"
"200428","E","132694"
"200429","K","641136"
"200430","J","268385"
"200431","J","032616"
"200432","Z","049427"
"200433","J","026506"
"200434","K","315377"
"200435","K","948567"
"200436","E","529234"
"200437","K","937683"
"200438","J","728221"
"200439","Z","765142"
"200440","E","514319"
"200441","K","841848"
"200442","K","967639"
"200443","Z","451518"
"200444","E","564408"
"200445","E","705263"
"200446","J","460544"
"200447","E","513283"
"200448","J","174610"
"200449","K","515824"
"200450","J","858959"
"200451","Z","640734"
"200452","E","390923"
"200453","K","966959"
"200454","E","261143"
"200455","J","436428"
"200456","J","706351"
"200457","Z","176567"
"200458","Z","517415"
"200459","E","877751"
"200460","E","479704"
"200461","E","332971"
"200462","J","387750"
"200463","K","957796"
"200464","K","348579"
"200465","J","482026"
"200466","E","103777"
"200467","J","284767"
"200468","K","917443"
"200469","E","512004"
"200470","J","799338"
"200471","J","025847"
"200472","Z","117364"
"200473","Z","488845"
"200474","J","589900"
"200475","K","821248"
"200476","E","837738"
"200477","K","911001"
"200478","K","885706"
"200479","K","587080"
"200480","K","973101"
"200481","J","205120"
"200482","K","388898"
"200483","Z","577447"
"200484","J","132994"
"200485","K","365764"
"200486","K","597565"
"200487","K","698865"
"200488","E","389205"
"200489","E","067613"
"200490","E","308337"
"200491","K","944015"
"200492","Z","499747"
"200493","K","827936"
"200494","J","386134"
"200495","E","194432"
"200496","K","488032"
"200497","K","910104"
"200498","E","973795"
"200499","E","423776"
"200500","E","050875"
"200501","Z","800279"
"200502","K","909159"
"200503","K","845833"
"200504","J","790837"
"200505","J","728355"
"200506","J","394643"
"200507","K","581907"
"200508","E","288037"
"200509","K","082289"
"200510","K","999162"
"200511","K","959627"
"200512","E","978279"
"200513","K","694880"
"200514","K","679093"
"200515","E","486811"
"200516","K","714725"
"200517","J","080689"
"200518","Z","658458"
"200519","K","463164"
"200520","J","046067"
"200521","K","988706"
"200522","K","859790"
"200523","J","295485"
"200524","K","867527"
"200525","K","261555"
"200526","K","059307"
"200527","E","191035"
"200528","J","167704"
"200529","E","334978"
"200530","E","916987"
"200531","E","191203"
"200532","K","433599"
"200533","E","333942"
"200534","K","904276"
"200535","J","755215"
"200536","K","996753"
"200537","J","017660"
"200538","K","199303"
"200539","Z","604129"
"200540","Z","824377"
"200541","K","684694"
"200542","K","420793"
"200543","J","341703"
"200544","K","377541"
"200545","J","532898"
"200546","E","222427"
"200547","K","606616"
"200548","J","861277"
"200549","E","490314"
"200550","K","121796"
"200551","J","121705"
"200552","E","696708"
"200553","Z","011287"
"200554","K","620507"
"200555","J","390842"
"200556","E","108354"
"200557","K","976173"
"200558","E","412093"
"200559","K","965171"
"200560","Z","464669"
"200561","E","235855"
"200562","J","651110"
"200563","E","518589"
"200564","K","022505"
"200565","E","778482"
"200566","K","340683"
"200567","J","602384"
"200568","E","205922"
"200569","K","744503"
"200570","J","366865"
"200571","Z","701768"
"200572","Z","445577"
"200573","K","173995"
"200574","K","902031"
"200575","Z","586406"
"200576","Z","687422"
"200577","J","465309"
"200578","E","042223"
"200579","J","522096"
"200580","K","793799"
"200581","J","008586"
"200582","Z","624950"
"200583","E","846469"
"200584","Z","844758"
"200585","J","595056"
"200586","E","842511"
"200587","J","026239"
"200588","K","870329"
"200589","J","658083"
"200590","K","160092"
"200591","K","292476"
"200592","Z","171289"
"200593","K","431484"
"200594","K","936531"
"200595","Z","879009"
"200596","Z","770248"
"200597","E","548566"
"200598","K","748722"
"200599","Z","708712"
"200600","E","479911"
"200601","J","585901"
"200602","K","904717"
"200603","K","999298"
"200604","Z","579941"
"200605","J","174993"
"200606","Z","233228"
"200607","J","052278"
"200608","E","178335"
"200609","J","773137"
"200610","K","956893"
"200611","E","098986"
"200612","J","701578"
"200613","K","240622"
"200614","K","834403"
"200615","K","914934"
"200616","K","418939"
"200617","K","322395"
"200618","Z","820699"
"200619","J","702590"
"200620","K","977622"
