"","gta.series","gta.number"
"100001","K","809427"
"100002","E","562138"
"100003","Z","899769"
"100004","K","116520"
"100005","Z","207555"
"100006","Z","508556"
"100007","K","013462"
"100008","E","332287"
"100009","J","256174"
"100010","E","976377"
"100011","J","184415"
"100012","J","806200"
"100013","J","481005"
"100014","K","270599"
"100015","K","451904"
"100016","Z","139527"
"100017","Z","711577"
"100018","K","198981"
"100019","J","959659"
"100020","Z","289774"
"100021","K","479332"
"100022","Z","703556"
"100023","K","056859"
"100024","E","842349"
"100025","J","421893"
"100026","E","717697"
"100027","E","173314"
"100028","K","150935"
"100029","K","506801"
"100030","J","583512"
"100031","J","395119"
"100032","Z","574274"
"100033","K","493000"
"100034","K","263965"
"100035","Z","888214"
"100036","K","843211"
"100037","J","627779"
"100038","J","214619"
"100039","K","602323"
"100040","Z","752778"
"100041","Z","259235"
"100042","J","167046"
"100043","K","403970"
"100044","K","858189"
"100045","Z","812372"
"100046","K","532875"
"100047","E","598527"
"100048","Z","541133"
"100049","Z","923392"
"100050","K","677931"
"100051","Z","327949"
"100052","K","049268"
"100053","Z","961055"
"100054","E","925030"
"100055","Z","629114"
"100056","E","318861"
"100057","K","700860"
"100058","Z","406415"
"100059","E","013413"
"100060","J","947525"
"100061","K","177257"
"100062","J","108932"
"100063","J","455839"
"100064","K","205220"
"100065","E","327531"
"100066","E","993067"
"100067","J","894312"
"100068","J","507488"
"100069","Z","491944"
"100070","Z","336938"
"100071","Z","908661"
"100072","J","494934"
"100073","E","916770"
"100074","Z","265085"
"100075","E","155923"
"100076","J","969785"
"100077","K","967256"
"100078","J","840061"
"100079","J","861139"
"100080","J","987380"
"100081","J","497617"
"100082","K","357886"
"100083","Z","584928"
"100084","K","051716"
"100085","K","339541"
"100086","J","197146"
"100087","K","173043"
"100088","K","341863"
"100089","K","284824"
"100090","Z","444021"
"100091","Z","689831"
"100092","K","724259"
"100093","Z","217707"
"100094","J","098217"
"100095","J","762286"
"100096","K","343642"
"100097","Z","784649"
"100098","J","139783"
"100099","K","905785"
"100100","K","974301"
"100101","K","921135"
"100102","K","092493"
"100103","K","635095"
"100104","J","013017"
"100105","Z","527729"
"100106","E","367689"
"100107","Z","745751"
"100108","E","646364"
"100109","Z","521366"
"100110","J","648160"
"100111","J","789873"
"100112","E","104805"
"100113","J","704791"
"100114","Z","527691"
"100115","K","705344"
"100116","J","835863"
"100117","E","088506"
