"","gta.series","gta.number"
"900001","K","983029"
"900002","K","282884"
"900003","J","321245"
"900004","J","131102"
"900005","K","492134"
"900006","E","141488"
"900007","J","803833"
"900008","E","456829"
"900009","J","758987"
"900010","K","343619"
"900011","J","974163"
"900012","Z","848749"
"900013","J","692708"
"900014","Z","380529"
"900015","J","243630"
"900016","E","145041"
"900017","E","828771"
"900018","E","594152"
"900019","Z","522470"
"900020","J","772815"
"900021","E","102489"
"900022","E","433702"
"900023","J","486276"
"900024","Z","431940"
"900025","J","997251"
"900026","J","487889"
"900027","K","227358"
"900028","E","568740"
"900029","K","889251"
"900030","K","904426"
"900031","E","768363"
"900032","J","997167"
"900033","J","469286"
"900034","K","927160"
"900035","E","940339"
"900036","J","554149"
"900037","E","684536"
"900038","K","857927"
"900039","Z","756947"
"900040","Z","141138"
"900041","Z","800403"
"900042","K","819506"
"900043","E","182783"
"900044","K","951232"
"900045","E","414519"
"900046","E","995118"
"900047","J","816344"
"900048","Z","016355"
"900049","E","351342"
"900050","K","558049"
"900051","Z","016614"
"900052","K","431722"
"900053","J","071297"
"900054","J","730260"
"900055","K","957450"
"900056","E","735145"
"900057","Z","087391"
"900058","J","886401"
"900059","E","877355"
"900060","J","113871"
"900061","E","429716"
"900062","Z","458890"
"900063","J","802875"
"900064","Z","474492"
"900065","J","525318"
"900066","J","990913"
"900067","K","161683"
"900068","K","915761"
"900069","Z","563208"
"900070","K","600876"
"900071","K","378087"
"900072","Z","643057"
"900073","Z","771151"
"900074","Z","136046"
"900075","E","709315"
"900076","J","780031"
"900077","E","577831"
"900078","J","651910"
"900079","E","648369"
"900080","K","735568"
"900081","K","929982"
"900082","E","351230"
"900083","E","105327"
"900084","Z","732615"
"900085","J","773644"
"900086","J","821174"
"900087","Z","318860"
"900088","K","253195"
"900089","K","890015"
"900090","E","033918"
"900091","E","975115"
"900092","E","291696"
"900093","E","096664"
"900094","J","801486"
"900095","E","697082"
"900096","J","140426"
"900097","E","507775"
"900098","K","476229"
"900099","E","155843"
"900100","K","904920"
"900101","K","017922"
"900102","E","085643"
"900103","Z","934226"
"900104","E","251697"
"900105","K","925839"
"900106","K","452469"
"900107","K","565467"
"900108","J","847138"
"900109","E","864841"
"900110","E","078609"
"900111","J","546443"
"900112","K","374543"
"900113","K","821573"
"900114","J","557570"
"900115","K","525085"
"900116","J","597963"
"900117","J","982597"
"900118","K","551811"
"900119","E","148485"
"900120","Z","056604"
"900121","J","343322"
"900122","J","076069"
"900123","E","220836"
"900124","Z","095455"
"900125","Z","472444"
"900126","Z","596702"
"900127","Z","108532"
"900128","E","081649"
"900129","Z","292375"
"900130","Z","639091"
"900131","K","491158"
"900132","E","272391"
"900133","K","006921"
"900134","K","809832"
"900135","Z","367752"
"900136","Z","206165"
"900137","K","143088"
"900138","K","970080"
"900139","K","478278"
"900140","E","850082"
"900141","K","816526"
"900142","E","406856"
"900143","K","599931"
"900144","E","448245"
"900145","K","158164"
"900146","E","542085"
"900147","Z","621207"
"900148","Z","654895"
"900149","E","706761"
"900150","K","929206"
"900151","Z","156292"
"900152","E","953306"
"900153","K","978355"
"900154","E","101579"
"900155","J","779931"
"900156","K","788839"
"900157","J","938439"
"900158","E","532386"
"900159","J","275440"
"900160","Z","968071"
"900161","K","597855"
"900162","E","091831"
"900163","J","014783"
"900164","K","423078"
"900165","K","891046"
"900166","K","318397"
"900167","K","955762"
"900168","Z","372433"
"900169","Z","205290"
"900170","Z","328396"
"900171","Z","291903"
"900172","K","836432"
"900173","E","260956"
"900174","J","467848"
"900175","J","264884"
"900176","E","235702"
"900177","J","609909"
"900178","E","668557"
"900179","K","327494"
"900180","K","874062"
"900181","Z","149923"
"900182","Z","306868"
"900183","E","971876"
"900184","E","135475"
"900185","E","392916"
"900186","Z","797586"
"900187","K","708362"
"900188","E","293362"
"900189","Z","799597"
"900190","E","128881"
"900191","E","859205"
"900192","Z","057096"
"900193","E","025535"
"900194","E","347811"
"900195","Z","675365"
"900196","J","334849"
"900197","Z","292054"
"900198","K","383712"
"900199","K","635719"
"900200","J","114671"
"900201","Z","953638"
"900202","J","680575"
"900203","E","484789"
"900204","K","516523"
"900205","K","749251"
"900206","J","954081"
"900207","E","909706"
"900208","E","793176"
"900209","E","919615"
"900210","Z","607330"
"900211","J","831036"
"900212","K","805747"
"900213","J","821032"
"900214","E","083401"
"900215","E","160648"
"900216","Z","361652"
"900217","Z","906973"
"900218","J","944063"
"900219","E","766626"
"900220","J","428311"
"900221","Z","366350"
"900222","E","320551"
"900223","J","654344"
