"","gta.series","gta.number"
"1400001","K","387877"
"1400002","E","527266"
"1400003","Z","516600"
"1400004","E","876680"
"1400005","J","150035"
"1400006","E","133322"
"1400007","E","819367"
"1400008","E","373614"
"1400009","E","511225"
"1400010","E","999200"
"1400011","E","018775"
"1400012","J","165472"
"1400013","J","482017"
"1400014","E","064919"
"1400015","Z","080326"
"1400016","J","738328"
"1400017","E","806789"
"1400018","Z","607033"
"1400019","E","075717"
"1400020","Z","053602"
"1400021","E","528764"
"1400022","Z","322902"
"1400023","J","023014"
"1400024","J","213281"
"1400025","K","187144"
"1400026","E","090172"
"1400027","J","772144"
"1400028","J","290996"
"1400029","K","410258"
"1400030","K","978342"
"1400031","J","325481"
"1400032","E","912191"
"1400033","J","266025"
"1400034","J","487132"
"1400035","K","309995"
"1400036","K","480698"
"1400037","E","498844"
"1400038","E","240813"
"1400039","E","590502"
"1400040","Z","962503"
"1400041","K","922439"
"1400042","E","390433"
"1400043","J","290279"
"1400044","J","908285"
"1400045","E","733111"
"1400046","E","125251"
"1400047","E","784109"
"1400048","K","606560"
"1400049","Z","317199"
"1400050","E","048615"
"1400051","E","730062"
"1400052","E","815596"
"1400053","Z","915142"
"1400054","K","204424"
"1400055","E","481538"
"1400056","J","148287"
"1400057","E","669051"
"1400058","E","244825"
"1400059","E","950510"
"1400060","J","151135"
"1400061","J","986902"
"1400062","E","271099"
"1400063","K","723825"
"1400064","Z","990164"
"1400065","Z","073408"
"1400066","Z","248565"
"1400067","K","951337"
"1400068","Z","528948"
"1400069","E","521907"
"1400070","J","099453"
"1400071","J","352036"
"1400072","Z","393319"
"1400073","K","868510"
"1400074","K","776419"
"1400075","E","877271"
"1400076","K","445501"
"1400077","E","195853"
"1400078","J","656466"
"1400079","Z","922562"
"1400080","K","597748"
"1400081","J","218974"
"1400082","K","276104"
"1400083","J","534200"
"1400084","Z","980441"
"1400085","K","864782"
"1400086","J","570774"
"1400087","E","624678"
"1400088","Z","794205"
"1400089","J","143412"
"1400090","E","466766"
"1400091","K","766414"
"1400092","E","886522"
"1400093","J","474115"
"1400094","K","605161"
"1400095","K","891766"
"1400096","J","892274"
"1400097","E","941200"
"1400098","Z","320004"
"1400099","E","946064"
"1400100","K","982765"
"1400101","E","345962"
"1400102","J","415501"
"1400103","K","280873"
"1400104","K","689921"
"1400105","E","248116"
"1400106","K","223182"
"1400107","Z","536187"
"1400108","K","172974"
"1400109","J","440902"
"1400110","Z","258489"
"1400111","J","030306"
"1400112","J","468777"
"1400113","Z","045755"
"1400114","K","807555"
"1400115","Z","660541"
"1400116","K","725098"
"1400117","E","140649"
"1400118","J","058006"
"1400119","J","787527"
"1400120","K","207894"
"1400121","J","959277"
"1400122","E","121036"
"1400123","J","602085"
"1400124","Z","082144"
"1400125","K","424097"
"1400126","K","941383"
"1400127","E","706778"
"1400128","E","084454"
"1400129","Z","516797"
"1400130","J","481732"
"1400131","K","618395"
"1400132","K","542262"
"1400133","K","784606"
"1400134","E","603161"
"1400135","Z","034807"
"1400136","K","603410"
"1400137","J","177937"
"1400138","Z","435370"
"1400139","K","373825"
"1400140","E","914710"
"1400141","E","992299"
"1400142","E","733642"
"1400143","K","245411"
"1400144","E","046622"
"1400145","E","921248"
"1400146","Z","406990"
"1400147","E","628435"
"1400148","K","774470"
"1400149","K","915945"
"1400150","E","709004"
"1400151","K","806438"
"1400152","K","643637"
"1400153","Z","668204"
"1400154","E","387713"
"1400155","E","637903"
"1400156","E","997524"
"1400157","J","186829"
"1400158","E","925522"
"1400159","E","556030"
"1400160","Z","698804"
"1400161","E","788290"
"1400162","J","272752"
"1400163","K","129562"
"1400164","E","191313"
"1400165","Z","723134"
"1400166","K","051141"
"1400167","J","655134"
"1400168","K","483484"
"1400169","K","495847"
"1400170","J","135663"
"1400171","J","642803"
"1400172","K","248434"
"1400173","K","896374"
"1400174","K","705785"
"1400175","E","351775"
"1400176","J","951446"
"1400177","J","172029"
"1400178","E","334153"
"1400179","E","982527"
"1400180","Z","756060"
"1400181","E","005957"
"1400182","J","018151"
"1400183","Z","648056"
"1400184","Z","185381"
"1400185","K","476250"
"1400186","E","701114"
"1400187","J","794970"
"1400188","J","552275"
"1400189","Z","286348"
"1400190","E","572783"
"1400191","E","603414"
"1400192","E","017960"
"1400193","E","179546"
"1400194","E","984761"
"1400195","K","624400"
"1400196","Z","992126"
"1400197","J","105847"
"1400198","E","101715"
"1400199","K","891002"
"1400200","J","441271"
"1400201","E","013905"
"1400202","E","862821"
"1400203","J","906902"
"1400204","K","955705"
"1400205","E","708972"
"1400206","J","604605"
"1400207","E","655680"
"1400208","K","700060"
"1400209","K","082290"
"1400210","E","495944"
"1400211","E","940071"
"1400212","K","841298"
"1400213","J","124051"
"1400214","Z","391720"
"1400215","Z","622525"
"1400216","E","932497"
"1400217","J","986613"
"1400218","Z","160126"
"1400219","K","926666"
"1400220","Z","286954"
"1400221","J","510056"
"1400222","K","791501"
"1400223","E","123795"
"1400224","E","247974"
"1400225","E","685165"
"1400226","E","536589"
"1400227","K","666589"
"1400228","E","174769"
"1400229","J","366031"
"1400230","K","776297"
"1400231","E","810521"
"1400232","K","662454"
"1400233","Z","369606"
"1400234","Z","351621"
"1400235","Z","331481"
"1400236","E","267699"
"1400237","Z","540014"
